CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,STATUS_ID,TABLE_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,PRODUCTLINE,MSRP,YEAR_ID,MONTH_ID,QTR_ID
Lyon Souveniers,10134.0,S24_1578,2003-07-01,35.0,93.54,3273.9,3.0,Shipped,Medium,3.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10145.0,S24_1578,2003-08-25,43.0,95.8,4119.4,7.0,Shipped,Medium,4.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10159.0,S24_1578,2003-10-10,44.0,100.0,5355.68,15.0,Shipped,Medium,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10168.0,S24_1578,2003-10-28,50.0,100.0,5747.5,2.0,Shipped,Medium,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Daedalus Designs Imports,10180.0,S24_1578,2003-11-11,48.0,100.0,5355.36,10.0,Shipped,Medium,7.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10188.0,S24_1578,2003-11-18,25.0,100.0,2535.75,2.0,Shipped,Small,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10201.0,S24_1578,2003-12-01,39.0,100.0,4351.23,3.0,Shipped,Medium,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10211.0,S24_1578,2004-01-15,25.0,90.16,2254.0,15.0,Shipped,Small,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10223.0,S24_1578,2004-02-20,32.0,91.29,2921.28,2.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10237.0,S24_1578,2004-04-05,20.0,100.0,2299.0,8.0,Shipped,Small,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Tekni Collectables Inc.,10251.0,S24_1578,2004-05-18,26.0,100.0,2637.18,3.0,Shipped,Small,13.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10263.0,S24_1578,2004-06-28,42.0,100.0,4307.52,3.0,Shipped,Medium,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10275.0,S24_1578,2004-07-23,21.0,100.0,2153.76,2.0,Shipped,Small,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10285.0,S24_1578,2004-08-27,34.0,100.0,3716.88,7.0,Shipped,Medium,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toys of Finland, Co.",10299.0,S24_1578,2004-09-30,47.0,100.0,5455.76,10.0,Shipped,Medium,17.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10309.0,S24_1578,2004-10-15,21.0,100.0,2650.62,6.0,Shipped,Small,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10318.0,S24_1578,2004-11-02,48.0,100.0,6437.28,2.0,Shipped,Medium,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10329.0,S24_1578,2004-11-15,30.0,87.78,2633.4,7.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10339.0,S24_1578,2004-11-23,27.0,84.39,2278.53,10.0,Shipped,Small,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10362.0,S24_1578,2005-01-05,50.0,96.92,4846.0,2.0,Shipped,Medium,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Gift Network, Co",10374.0,S24_1578,2005-02-02,38.0,100.0,4197.1,6.0,Shipped,Medium,29.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10389.0,S24_1578,2005-03-03,45.0,100.0,4597.65,1.0,Shipped,Medium,38.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10403.0,S24_1578,2005-04-08,46.0,100.0,5287.7,8.0,Shipped,Medium,23.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10417.0,S24_1578,2005-05-13,35.0,100.0,3550.05,3.0,Disputed,Medium,24.0,2.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10110.0,S24_1628,2003-03-18,29.0,59.37,1721.73,15.0,Shipped,Small,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Atelier graphique,10123.0,S24_1628,2003-05-20,50.0,59.87,2993.5,1.0,Shipped,Small,47.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10137.0,S24_1628,2003-07-10,26.0,49.81,1295.06,1.0,Shipped,Small,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10148.0,S24_1628,2003-09-11,47.0,56.85,2671.95,8.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10161.0,S24_1628,2003-10-17,23.0,53.33,1226.59,7.0,Shipped,Small,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10172.0,S24_1628,2003-11-05,34.0,42.76,1453.84,5.0,Shipped,Small,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10181.0,S24_1628,2003-11-12,34.0,53.83,1830.22,1.0,Shipped,Small,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Diecast Creations Co.,10192.0,S24_1628,2003-11-20,47.0,53.83,2530.01,6.0,Shipped,Small,41.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10204.0,S24_1628,2003-12-02,45.0,49.81,2241.45,12.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10212.0,S24_1628,2004-01-16,45.0,53.33,2399.85,5.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectable Mini Designs Co.,10226.0,S24_1628,2004-02-26,36.0,43.27,1557.72,3.0,Shipped,Small,56.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Caravy,10241.0,S24_1628,2004-04-13,21.0,40.25,845.25,10.0,Shipped,Small,84.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10266.0,S24_1628,2004-07-06,28.0,48.3,1352.4,1.0,Shipped,Small,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Gift Stores,10278.0,S24_1628,2004-08-06,35.0,45.28,1584.8,1.0,Shipped,Small,85.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10288.0,S24_1628,2004-09-01,50.0,52.32,2616.0,13.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Norway Gifts By Mail, Co.",10301.0,S24_1628,2003-10-05,22.0,51.32,1129.04,3.0,Shipped,Small,86.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10311.0,S24_1628,2004-10-16,45.0,49.3,2218.5,8.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
FunGiftIdeas.com,10321.0,S24_1628,2004-11-04,48.0,42.26,2028.48,5.0,Shipped,Small,22.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10332.0,S24_1628,2004-11-17,20.0,87.96,1759.2,5.0,Shipped,Small,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10343.0,S24_1628,2004-11-24,27.0,36.21,977.67,6.0,Shipped,Small,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10367.0,S24_1628,2005-01-12,38.0,38.5,1463.0,11.0,Resolved,Small,4.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10379.0,S24_1628,2005-02-10,32.0,100.0,3970.56,3.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10407.0,S24_1628,2005-04-22,64.0,40.25,2576.0,10.0,On Hold,Small,62.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10420.0,S24_1628,2005-05-29,37.0,60.37,2233.69,13.0,In Process,Small,21.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10106.0,S24_1785,2003-02-17,28.0,88.63,2481.64,4.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10120.0,S24_1785,2003-04-29,39.0,100.0,4651.53,10.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10133.0,S24_1785,2003-06-27,41.0,94.1,3858.1,5.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10145.0,S24_1785,2003-08-25,40.0,87.54,3501.6,16.0,Shipped,Medium,4.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10168.0,S24_1785,2003-10-28,49.0,100.0,6433.7,11.0,Shipped,Medium,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Osaka Souveniers Co.,10210.0,S24_1785,2004-01-12,27.0,98.48,2658.96,9.0,Shipped,Small,45.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10223.0,S24_1785,2004-02-20,34.0,100.0,3608.76,11.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Royal Canadian Collectables, Ltd.",10235.0,S24_1785,2004-04-02,23.0,96.29,2214.67,5.0,Shipped,Small,58.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10250.0,S24_1785,2004-05-11,31.0,88.63,2747.53,6.0,Shipped,Small,62.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10262.0,S24_1785,2004-06-24,34.0,97.38,3310.92,1.0,Cancelled,Medium,24.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10275.0,S24_1785,2004-07-23,25.0,95.2,2380.0,11.0,Shipped,Small,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Norway Gifts By Mail, Co.",10284.0,S24_1785,2004-08-21,22.0,100.0,2310.88,3.0,Shipped,Small,86.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Clover Collections, Co.",10297.0,S24_1785,2004-09-16,32.0,100.0,4061.76,6.0,Shipped,Medium,76.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Classics,10308.0,S24_1785,2004-10-15,31.0,100.0,3493.7,9.0,Shipped,Medium,48.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
giftsbymail.co.uk,10316.0,S24_1785,2004-11-01,25.0,100.0,2872.25,1.0,Shipped,Small,60.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10328.0,S24_1785,2004-11-12,47.0,87.54,4114.38,14.0,Shipped,Medium,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10339.0,S24_1785,2004-11-23,21.0,50.65,1063.65,7.0,Shipped,Small,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Ideas Corp.,10353.0,S24_1785,2004-12-04,28.0,71.73,2008.44,2.0,Shipped,Small,89.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Gift Network, Co",10374.0,S24_1785,2005-02-02,46.0,94.1,4328.6,3.0,Shipped,Medium,29.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10386.0,S24_1785,2005-03-01,33.0,41.71,1376.43,11.0,Resolved,Small,24.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10398.0,S24_1785,2005-03-30,43.0,100.0,5552.16,16.0,Shipped,Medium,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Tekni Collectables Inc.,10401.0,S24_1785,2005-04-03,38.0,96.29,3659.02,5.0,On Hold,Medium,13.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10416.0,S24_1785,2005-05-10,47.0,88.63,4165.61,6.0,Shipped,Medium,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10101.0,S24_1937,2003-01-09,45.0,31.2,1404.0,3.0,Shipped,Small,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10110.0,S24_1937,2003-03-18,20.0,35.51,710.2,3.0,Shipped,Small,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Gift Stores,10124.0,S24_1937,2003-05-21,45.0,37.84,1702.8,2.0,Shipped,Small,85.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Collectibles Ltd.,10149.0,S24_1937,2003-09-12,36.0,33.19,1194.84,7.0,Shipped,Small,83.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10162.0,S24_1937,2003-10-18,37.0,27.22,1007.14,5.0,Shipped,Small,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10173.0,S24_1937,2003-11-05,31.0,31.53,977.43,9.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10182.0,S24_1937,2003-11-12,39.0,36.84,1436.76,6.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectables, Ltd",10193.0,S24_1937,2003-11-21,26.0,29.21,759.46,10.0,Shipped,Small,88.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10205.0,S24_1937,2003-12-03,32.0,37.17,1189.44,5.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10214.0,S24_1937,2004-01-26,20.0,34.19,683.8,3.0,Shipped,Small,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10227.0,S24_1937,2004-03-02,42.0,29.21,1226.82,6.0,Shipped,Small,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Collectables,10243.0,S24_1937,2004-04-26,33.0,29.54,974.82,1.0,Shipped,Small,65.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Amica Models & Co.,10280.0,S24_1937,2004-08-17,20.0,28.88,577.6,12.0,Shipped,Small,37.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10288.0,S24_1937,2004-09-01,29.0,38.17,1106.93,1.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Assoc. & Cie.,10304.0,S24_1937,2004-10-11,23.0,30.2,694.6,16.0,Shipped,Small,39.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10312.0,S24_1937,2004-10-21,39.0,29.54,1152.06,13.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Diecast Creations Co.,10322.0,S24_1937,2004-11-04,20.0,100.0,2624.0,3.0,Shipped,Small,41.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10332.0,S24_1937,2004-11-17,45.0,81.91,3685.95,6.0,Shipped,Medium,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10344.0,S24_1937,2004-11-25,20.0,35.18,703.6,6.0,Shipped,Small,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Lyon Souveniers,10356.0,S24_1937,2004-12-09,48.0,100.0,9720.0,5.0,Shipped,Large,3.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10367.0,S24_1937,2005-01-12,23.0,36.29,834.67,13.0,Resolved,Small,4.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10380.0,S24_1937,2005-02-16,32.0,70.56,2257.92,4.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10391.0,S24_1937,2005-03-09,33.0,100.0,8344.71,8.0,Shipped,Large,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10409.0,S24_1937,2005-04-23,61.0,29.54,1801.94,1.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10420.0,S24_1937,2005-05-29,45.0,26.88,1209.6,1.0,In Process,Small,21.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10107.0,S24_2000,2003-02-24,38.0,83.03,3155.14,7.0,Shipped,Medium,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10120.0,S24_2000,2003-04-29,34.0,83.79,2848.86,5.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Lyon Souveniers,10134.0,S24_2000,2003-07-01,43.0,83.03,3570.29,7.0,Shipped,Medium,3.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10145.0,S24_2000,2003-08-25,47.0,83.03,3902.41,11.0,Shipped,Medium,4.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10158.0,S24_2000,2003-10-10,22.0,67.03,1474.66,1.0,Shipped,Small,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10168.0,S24_2000,2003-10-28,29.0,75.41,2186.89,6.0,Shipped,Small,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Daedalus Designs Imports,10180.0,S24_2000,2003-11-11,28.0,68.55,1919.4,14.0,Shipped,Small,7.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10188.0,S24_2000,2003-11-18,40.0,91.4,3656.0,6.0,Shipped,Medium,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10201.0,S24_2000,2003-12-01,25.0,73.88,1847.0,7.0,Shipped,Small,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Osaka Souveniers Co.,10210.0,S24_2000,2004-01-12,30.0,61.7,1851.0,4.0,Shipped,Small,45.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10223.0,S24_2000,2004-02-20,38.0,69.31,2633.78,6.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Motor Mint Distributors Inc.,10236.0,S24_2000,2004-04-03,36.0,87.6,3153.6,3.0,Shipped,Medium,46.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10250.0,S24_2000,2004-05-11,32.0,87.6,2803.2,1.0,Shipped,Small,62.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10263.0,S24_2000,2004-06-28,37.0,62.46,2311.02,7.0,Shipped,Small,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10275.0,S24_2000,2004-07-23,30.0,79.98,2399.4,6.0,Shipped,Small,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10285.0,S24_2000,2004-08-27,39.0,70.08,2733.12,11.0,Shipped,Small,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Clover Collections, Co.",10297.0,S24_2000,2004-09-16,32.0,65.51,2096.32,1.0,Shipped,Small,76.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Classics,10308.0,S24_2000,2004-10-15,47.0,63.22,2971.34,4.0,Shipped,Small,48.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10318.0,S24_2000,2004-11-02,26.0,86.83,2257.58,6.0,Shipped,Small,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10329.0,S24_2000,2004-11-15,37.0,94.43,3493.91,4.0,Shipped,Medium,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Enaco Distributors,10340.0,S24_2000,2004-11-24,55.0,79.98,4398.9,8.0,Shipped,Medium,54.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10363.0,S24_2000,2005-01-06,21.0,100.0,3595.62,8.0,Shipped,Medium,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10375.0,S24_2000,2005-02-03,23.0,100.0,2443.29,9.0,Shipped,Small,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10389.0,S24_2000,2005-03-03,49.0,81.4,3988.6,2.0,Shipped,Medium,38.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10402.0,S24_2000,2005-04-07,59.0,87.6,5168.4,3.0,Shipped,Medium,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10416.0,S24_2000,2005-05-10,32.0,87.6,2803.2,1.0,Shipped,Small,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10105.0,S24_2011,2003-02-11,43.0,100.0,6341.21,9.0,Shipped,Medium,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10117.0,S24_2011,2003-04-16,41.0,100.0,5189.78,3.0,Shipped,Medium,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Stylish Desk Decors, Co.",10129.0,S24_2011,2003-06-12,45.0,100.0,6027.75,9.0,Shipped,Medium,50.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10142.0,S24_2011,2003-08-08,33.0,100.0,3366.0,6.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10153.0,S24_2011,2003-09-28,40.0,100.0,5456.4,5.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10167.0,S24_2011,2003-10-23,33.0,100.0,3812.16,16.0,Cancelled,Medium,38.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
CAF Imports,10177.0,S24_2011,2003-11-07,50.0,100.0,6083.0,7.0,Shipped,Medium,77.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Creations Ltd.,10185.0,S24_2011,2003-11-14,30.0,100.0,3170.7,7.0,Shipped,Medium,51.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Enaco Distributors,10197.0,S24_2011,2003-11-26,41.0,100.0,4534.6,13.0,Shipped,Medium,54.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10208.0,S24_2011,2004-01-02,35.0,100.0,4301.15,7.0,Shipped,Medium,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Petit Auto,10221.0,S24_2011,2004-02-18,49.0,100.0,6804.63,1.0,Shipped,Medium,57.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
giftsbymail.co.uk,10232.0,S24_2011,2004-03-20,46.0,100.0,5652.94,4.0,Shipped,Medium,60.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10248.0,S24_2011,2004-05-07,48.0,100.0,6960.48,10.0,Cancelled,Medium,1.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
Quebec Home Shopping Network,10261.0,S24_2011,2004-06-17,36.0,100.0,4512.6,8.0,Shipped,Medium,44.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Petit Auto,10273.0,S24_2011,2004-07-21,22.0,100.0,2784.76,11.0,Shipped,Small,57.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Royal Canadian Collectables, Ltd.",10283.0,S24_2011,2004-08-20,42.0,100.0,5316.36,13.0,Shipped,Medium,58.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Amica Models & Co.,10293.0,S24_2011,2004-09-09,21.0,100.0,2941.89,2.0,Shipped,Small,37.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10306.0,S24_2011,2004-10-14,29.0,100.0,3207.4,7.0,Shipped,Medium,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10315.0,S24_2011,2004-10-29,35.0,100.0,4215.05,6.0,Shipped,Medium,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Volvo Model Replicas, Co",10326.0,S24_2011,2004-11-09,41.0,100.0,4333.29,4.0,Shipped,Medium,25.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Classic Legends Inc.,10337.0,S24_2011,2004-11-21,29.0,71.97,2087.13,4.0,Shipped,Small,28.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10350.0,S24_2011,2004-12-02,34.0,50.33,1711.22,7.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10372.0,S24_2011,2005-01-26,37.0,100.0,3910.53,8.0,Shipped,Medium,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10384.0,S24_2011,2005-02-23,28.0,80.54,2255.12,3.0,Shipped,Small,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10396.0,S24_2011,2005-03-23,49.0,100.0,5720.75,6.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gifts4AllAges.com,10414.0,S24_2011,2005-05-06,23.0,100.0,3335.23,10.0,On Hold,Medium,59.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10101.0,S24_2022,2003-01-09,46.0,53.76,2472.96,2.0,Shipped,Small,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10110.0,S24_2022,2003-03-18,39.0,44.35,1729.65,2.0,Shipped,Small,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Gift Stores,10124.0,S24_2022,2003-05-21,22.0,45.25,995.5,1.0,Shipped,Small,85.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Collectibles Ltd.,10149.0,S24_2022,2003-09-12,49.0,49.28,2414.72,6.0,Shipped,Small,83.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10162.0,S24_2022,2003-10-18,43.0,36.29,1560.47,4.0,Shipped,Small,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10173.0,S24_2022,2003-11-05,27.0,41.22,1112.94,8.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10182.0,S24_2022,2003-11-12,31.0,36.74,1138.94,5.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectables, Ltd",10193.0,S24_2022,2003-11-21,20.0,50.62,1012.4,9.0,Shipped,Small,88.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10205.0,S24_2022,2003-12-03,24.0,38.08,913.92,4.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10214.0,S24_2022,2004-01-26,49.0,47.94,2349.06,2.0,Shipped,Small,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10227.0,S24_2022,2004-03-02,24.0,48.38,1161.12,5.0,Shipped,Small,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
