CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,STATUS_ID
Quebec Home Shopping Network,10411,S18_4668,2005-05-01,35,59.87,2095.45,7,Shipped,Small,44,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,1
Euro Shopping Channel,10424,S18_4668,2005-05-31,26,59.87,1556.62,4,In Process,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,3
Cruz & Sons Co.,10108,S18_4721,2003-03-03,44,100.0,5565.12,11,Shipped,Medium,67,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,1
Marseille Mini Autos,10122,S18_4721,2003-05-08,28,100.0,3583.16,15,Shipped,Medium,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Mini Gifts Distributors Ltd.,10135,S18_4721,2003-07-02,31,100.0,4705.18,12,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Gift Ideas Corp.,10146,S18_4721,2003-09-03,29,100.0,4444.54,1,Shipped,Medium,89,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,1
Corporate Gift Ideas Co.,10159,S18_4721,2003-10-10,32,100.0,4618.88,7,Shipped,Medium,5,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,1
"Anna's Decorations, Ltd",10169,S18_4721,2003-11-04,33,100.0,4910.4,7,Shipped,Medium,43,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,1
Daedalus Designs Imports,10180,S18_4721,2003-11-11,44,100.0,5565.12,2,Shipped,Medium,7,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,1
"Toms Spezialitten, Ltd",10191,S18_4721,2003-11-20,32,100.0,4237.76,8,Shipped,Medium,69,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,1
Auto Canal Petit,10211,S18_4721,2004-01-15,41,100.0,5673.58,7,Shipped,Medium,10,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,1
"Vida Sport, Ltd",10225,S18_4721,2004-02-22,35,100.0,5260.15,14,Shipped,Medium,70,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,1
Danish Wholesale Imports,10238,S18_4721,2004-04-09,44,100.0,6350.96,8,Shipped,Medium,49,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,1
Auto Canal Petit,10252,S18_4721,2004-05-26,26,100.0,3559.4,4,Shipped,Medium,10,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,1
Gifts4AllAges.com,10264,S18_4721,2004-06-30,20,100.0,2410.6,2,Shipped,Small,59,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,1
Online Mini Collectables,10276,S18_4721,2004-08-02,48,100.0,5713.92,8,Shipped,Medium,72,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,1
"Vida Sport, Ltd",10287,S18_4721,2004-08-30,34,100.0,4300.32,17,Shipped,Medium,70,0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,1
"Toys of Finland, Co.",10299,S18_4721,2004-09-30,49,100.0,7947.31,2,Shipped,Large,17,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,1
"Toms Spezialitten, Ltd",10310,S18_4721,2004-10-16,40,100.0,5356.8,15,Shipped,Medium,69,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,1
Microscale Inc.,10319,S18_4721,2004-11-03,45,100.0,7901.1,3,Shipped,Large,80,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,1
Cruz & Sons Co.,10330,S18_4721,2004-11-16,50,100.0,6101.0,4,Shipped,Medium,67,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,1
"Australian Collectors, Co.",10342,S18_4721,2004-11-24,38,100.0,6276.46,11,Shipped,Medium,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
Euro Shopping Channel,10355,S18_4721,2004-12-07,25,100.0,4203.5,2,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Suominen Souveniers,10363,S18_4721,2005-01-06,28,58.18,1629.04,13,Shipped,Small,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
Euro Shopping Channel,10378,S18_4721,2005-02-10,49,67.14,3289.86,8,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Mini Gifts Distributors Ltd.,10390,S18_4721,2005-03-04,49,100.0,6862.94,3,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"AV Stores, Co.",10110,S18_4933,2003-03-18,42,61.29,2574.18,9,Shipped,Small,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Signal Gift Stores,10124,S18_4933,2003-05-21,23,57.73,1327.79,8,Shipped,Small,85,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,1
"Anna's Decorations, Ltd",10148,S18_4933,2003-09-11,29,81.25,2356.25,2,Shipped,Small,43,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,1
Heintze Collectables,10161,S18_4933,2003-10-17,25,80.54,2013.5,1,Shipped,Small,79,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,1
Rovelli Gifts,10173,S18_4933,2003-11-05,39,71.98,2807.22,15,Shipped,Small,87,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,1
Mini Gifts Distributors Ltd.,10182,S18_4933,2003-11-12,44,69.84,3072.96,12,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
"Australian Collectables, Ltd",10193,S18_4933,2003-11-21,25,76.26,1906.5,16,Shipped,Small,88,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,1
Muscle Machine Inc,10204,S18_4933,2003-12-02,45,76.26,3431.7,6,Shipped,Medium,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
"Double Decker Gift Stores, Ltd",10213,S18_4933,2004-01-22,25,83.39,2084.75,2,Shipped,Small,53,(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,1
"Saveley & Henriot, Co.",10227,S18_4933,2004-03-02,37,57.73,2136.01,12,Shipped,Small,31,78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,1
Mini Caravy,10241,S18_4933,2004-04-13,30,66.99,2009.7,4,Shipped,Small,84,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,1
Muscle Machine Inc,10267,S18_4933,2004-07-07,36,75.55,2719.8,1,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Euro Shopping Channel,10279,S18_4933,2004-08-09,26,60.58,1575.08,1,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Handji Gifts& Co,10288,S18_4933,2004-09-01,23,73.41,1688.43,7,Shipped,Small,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
"UK Collectables, Ltd.",10302,S18_4933,2003-10-06,23,72.7,1672.1,3,Shipped,Small,23,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,1
Euro Shopping Channel,10311,S18_4933,2004-10-16,25,66.99,1674.75,2,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
"AV Stores, Co.",10332,S18_4933,2004-11-17,21,100.0,3472.98,3,Shipped,Medium,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Marseille Mini Autos,10344,S18_4933,2004-11-25,26,63.43,1649.18,5,Shipped,Small,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Toys4GrownUps.com,10367,S18_4933,2005-01-12,44,85.25,3751.0,9,Resolved,Medium,4,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,6
Euro Shopping Channel,10380,S18_4933,2005-02-16,24,100.0,4536.0,2,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
The Sharp Gifts Warehouse,10407,S18_4933,2005-04-22,66,66.99,4421.34,4,On Hold,Medium,62,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,5
Souveniers And Things Co.,10420,S18_4933,2005-05-29,36,57.73,2078.28,7,In Process,Small,21,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,3
"AV Stores, Co.",10110,S24_1046,2003-03-18,36,85.25,3069.0,13,Shipped,Medium,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Signal Gift Stores,10124,S24_1046,2003-05-21,22,77.9,1713.8,12,Shipped,Small,85,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,1
"Anna's Decorations, Ltd",10148,S24_1046,2003-09-11,25,60.26,1506.5,6,Shipped,Small,43,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,1
Heintze Collectables,10161,S24_1046,2003-10-17,37,72.76,2692.12,5,Shipped,Small,79,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,1
Gift Depot Inc.,10172,S24_1046,2003-11-05,32,75.69,2422.08,3,Shipped,Small,14,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,1
Mini Gifts Distributors Ltd.,10182,S24_1046,2003-11-12,47,74.22,3488.34,16,Shipped,Medium,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Online Diecast Creations Co.,10192,S24_1046,2003-11-20,37,69.82,2583.34,4,Shipped,Small,41,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,1
Muscle Machine Inc,10204,S24_1046,2003-12-02,20,62.47,1249.4,10,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Euro Shopping Channel,10212,S24_1046,2004-01-16,41,82.31,3374.71,3,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Collectable Mini Designs Co.,10226,S24_1046,2004-02-26,21,60.26,1265.46,1,Shipped,Small,56,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,1
Mini Caravy,10241,S24_1046,2004-04-13,22,76.43,1681.46,8,Shipped,Small,84,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,1
Muscle Machine Inc,10267,S24_1046,2004-07-07,40,80.1,3204.0,5,Shipped,Medium,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Euro Shopping Channel,10279,S24_1046,2004-08-09,32,74.96,2398.72,5,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Handji Gifts& Co,10288,S24_1046,2004-09-01,36,66.14,2381.04,11,Shipped,Small,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
"Norway Gifts By Mail, Co.",10301,S24_1046,2003-10-05,27,72.02,1944.54,1,Shipped,Small,86,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,1
Euro Shopping Channel,10311,S24_1046,2004-10-16,26,87.45,2273.7,6,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
FunGiftIdeas.com,10321,S24_1046,2004-11-04,30,70.55,2116.5,3,Shipped,Small,22,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,1
"AV Stores, Co.",10332,S24_1046,2004-11-17,23,56.84,1307.32,4,Shipped,Small,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Marseille Mini Autos,10344,S24_1046,2004-11-25,29,59.53,1726.37,7,Shipped,Small,68,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,1
Toys4GrownUps.com,10367,S24_1046,2005-01-12,21,60.37,1267.77,10,Resolved,Small,4,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,6
Euro Shopping Channel,10380,S24_1046,2005-02-16,34,100.0,3441.82,3,Shipped,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
The Sharp Gifts Warehouse,10407,S24_1046,2005-04-22,26,76.43,1987.18,8,On Hold,Small,62,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,5
Souveniers And Things Co.,10420,S24_1046,2005-05-29,60,64.67,3880.2,11,In Process,Medium,21,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,3
Euro Shopping Channel,10104,S24_1444,2003-01-31,35,55.49,1942.15,6,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Classic Legends Inc.,10115,S24_1444,2003-04-04,47,69.36,3259.92,2,Shipped,Medium,28,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,1
Muscle Machine Inc,10127,S24_1444,2003-06-03,20,60.69,1213.8,8,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Suominen Souveniers,10141,S24_1444,2003-08-01,20,54.33,1086.6,2,Shipped,Small,74,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,1
"Australian Gift Network, Co",10152,S24_1444,2003-09-25,25,65.31,1632.75,4,Shipped,Small,29,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,1
"Dragon Souveniers, Ltd.",10165,S24_1444,2003-10-22,25,69.36,1734.0,9,Shipped,Small,27,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,1
L'ordine Souveniers,10176,S24_1444,2003-11-06,27,68.78,1857.06,8,Shipped,Small,71,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,1
"Iberia Gift Imports, Corp.",10184,S24_1444,2003-11-14,31,60.11,1863.41,3,Shipped,Small,82,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,1
Mini Classics,10195,S24_1444,2003-11-25,44,66.47,2924.68,3,Shipped,Small,48,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,1
Diecast Collectables,10207,S24_1444,2003-12-09,49,46.82,2294.18,4,Shipped,Small,65,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,1
"Clover Collections, Co.",10220,S24_1444,2004-02-12,26,56.07,1457.82,8,Shipped,Small,76,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,1
"Blauer See Auto, Co.",10230,S24_1444,2004-03-15,36,54.33,1955.88,6,Shipped,Small,73,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,1
Euro Shopping Channel,10246,S24_1444,2004-05-05,44,52.6,2314.4,2,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Handji Gifts& Co,10259,S24_1444,2004-06-15,28,46.82,1310.96,1,Shipped,Small,66,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,1
Mini Gifts Distributors Ltd.,10271,S24_1444,2004-07-20,45,64.74,2913.3,2,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Mini Gifts Distributors Ltd.,10282,S24_1444,2004-08-20,29,46.82,1357.78,11,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Land of Toys Inc.,10292,S24_1444,2004-09-08,40,53.75,2150.0,5,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
Marta's Replicas Co.,10305,S24_1444,2004-10-13,45,61.85,2783.25,2,Shipped,Small,16,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,1
Heintze Collectables,10314,S24_1444,2004-10-22,44,53.18,2339.92,11,Shipped,Small,79,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,1
Vitachrome Inc.,10324,S24_1444,2004-11-05,25,69.16,1729.0,14,Shipped,Small,12,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,1
"La Corne D'abondance, Co.",10336,S24_1444,2004-11-20,45,100.0,5972.4,4,Shipped,Medium,63,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,1
Muscle Machine Inc,10349,S24_1444,2004-12-01,48,47.4,2275.2,4,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Euro Shopping Channel,10358,S24_1444,2004-12-10,44,60.76,2673.44,14,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Mini Gifts Distributors Ltd.,10371,S24_1444,2005-01-23,25,97.27,2431.75,12,Shipped,Small,40,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,1
Euro Shopping Channel,10383,S24_1444,2005-02-22,22,91.76,2018.72,2,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Euro Shopping Channel,10394,S24_1444,2005-03-15,31,50.29,1558.99,2,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
Euro Shopping Channel,10412,S24_1444,2005-05-03,21,52.6,1104.6,2,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
La Rochelle Gifts,10425,S24_1444,2005-05-31,55,46.82,2575.1,1,In Process,Small,15,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,3
Land of Toys Inc.,10107,S24_1578,2003-02-24,25,100.0,2845.75,3,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
"Australian Collectors, Co.",10120,S24_1578,2003-04-29,35,98.05,3431.75,1,Shipped,Medium,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
Lyon Souveniers,10134,S24_1578,2003-07-01,35,93.54,3273.9,3,Shipped,Medium,3,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,1
Toys4GrownUps.com,10145,S24_1578,2003-08-25,43,95.8,4119.4,7,Shipped,Medium,4,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,1
Corporate Gift Ideas Co.,10159,S24_1578,2003-10-10,44,100.0,5355.68,15,Shipped,Medium,5,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,1
Technics Stores Inc.,10168,S24_1578,2003-10-28,50,100.0,5747.5,2,Shipped,Medium,6,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,1
Daedalus Designs Imports,10180,S24_1578,2003-11-11,48,100.0,5355.36,10,Shipped,Medium,7,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,1
Herkku Gifts,10188,S24_1578,2003-11-18,25,100.0,2535.75,2,Shipped,Small,8,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,1
Mini Wheels Co.,10201,S24_1578,2003-12-01,39,100.0,4351.23,3,Shipped,Medium,9,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,1
Auto Canal Petit,10211,S24_1578,2004-01-15,25,90.16,2254.0,15,Shipped,Small,10,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,1
"Australian Collectors, Co.",10223,S24_1578,2004-02-20,32,91.29,2921.28,2,Shipped,Small,11,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,1
Vitachrome Inc.,10237,S24_1578,2004-04-05,20,100.0,2299.0,8,Shipped,Small,12,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,1
Tekni Collectables Inc.,10251,S24_1578,2004-05-18,26,100.0,2637.18,3,Shipped,Small,13,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,1
Gift Depot Inc.,10263,S24_1578,2004-06-28,42,100.0,4307.52,3,Shipped,Medium,14,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,1
La Rochelle Gifts,10275,S24_1578,2004-07-23,21,100.0,2153.76,2,Shipped,Small,15,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,1
Marta's Replicas Co.,10285,S24_1578,2004-08-27,34,100.0,3716.88,7,Shipped,Medium,16,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,1
"Toys of Finland, Co.",10299,S24_1578,2004-09-30,47,100.0,5455.76,10,Shipped,Medium,17,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,1
Baane Mini Imports,10309,S24_1578,2004-10-15,21,100.0,2650.62,6,Shipped,Small,18,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,1
Diecast Classics Inc.,10318,S24_1578,2004-11-02,48,100.0,6437.28,2,Shipped,Medium,19,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,1
Land of Toys Inc.,10329,S24_1578,2004-11-15,30,87.78,2633.4,7,Shipped,Small,1,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,1
"Tokyo Collectables, Ltd",10339,S24_1578,2004-11-23,27,84.39,2278.53,10,Shipped,Small,36,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,1
Technics Stores Inc.,10362,S24_1578,2005-01-05,50,96.92,4846.0,2,Shipped,Medium,6,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,1
"Australian Gift Network, Co",10374,S24_1578,2005-02-02,38,100.0,4197.1,6,Shipped,Medium,29,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,1
Scandinavian Gift Ideas,10389,S24_1578,2005-03-03,45,100.0,4597.65,1,Shipped,Medium,38,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,1
"UK Collectables, Ltd.",10403,S24_1578,2005-04-08,46,100.0,5287.7,8,Shipped,Medium,23,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,1
Euro Shopping Channel,10417,S24_1578,2005-05-13,35,100.0,3550.05,3,Disputed,Medium,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,2
"AV Stores, Co.",10110,S24_1628,2003-03-18,29,59.37,1721.73,15,Shipped,Small,78,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,1
Atelier graphique,10123,S24_1628,2003-05-20,50,59.87,2993.5,1,Shipped,Small,47,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,1
Reims Collectables,10137,S24_1628,2003-07-10,26,49.81,1295.06,1,Shipped,Small,2,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,1
"Anna's Decorations, Ltd",10148,S24_1628,2003-09-11,47,56.85,2671.95,8,Shipped,Small,43,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,1
Heintze Collectables,10161,S24_1628,2003-10-17,23,53.33,1226.59,7,Shipped,Small,79,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,1
Gift Depot Inc.,10172,S24_1628,2003-11-05,34,42.76,1453.84,5,Shipped,Small,14,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,1
Herkku Gifts,10181,S24_1628,2003-11-12,34,53.83,1830.22,1,Shipped,Small,8,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,1
Online Diecast Creations Co.,10192,S24_1628,2003-11-20,47,53.83,2530.01,6,Shipped,Small,41,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,1
Muscle Machine Inc,10204,S24_1628,2003-12-02,45,49.81,2241.45,12,Shipped,Small,75,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,1
Euro Shopping Channel,10212,S24_1628,2004-01-16,45,53.33,2399.85,5,Shipped,Small,24,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,1
